Country;IDCountry;populationGroup;IDpopulationGroup;CategoryLevel;Category1;IDCategory1;Category2;IDCategory2;avg_consume [grams/day/person];avg_consume [grams/kg body weight]
Portugal;180;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;43,344;0,55
Belgium;22;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;43,315;0,7
Spain;67;Adults;10;2;Vegetables;10486258;Legumes;10486507;43,284;0,644
Latvia;132;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;43,28;0,576
Germany;56;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486393;43,23;0,583
Netherlands;162;Very_elderly;13;2;Fruits and fruit products;10487162;Processed Fruit;10487476;43,153;0,585
Germany;56;Very_elderly;13;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;43,151;0,583
Croatia;97;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10501078;43,098;0,541
Italy;108;Very_elderly;13;2;Fish and Seafood;10488027;Seafood;10488341;43,018;0,63
Hungary;99;Very_elderly;13;2;Fruits and fruit products;10487162;Processed Fruit;10487476;43,004;0,659
Netherlands;162;Elderly;12;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;42,976;0,567
Germany;56;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486585;42,954;0,641
Germany;56;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;42,907;0,531
Hungary;99;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486326;42,879;0,607
Germany;56;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;42,782;0,556
Netherlands;162;Adolescents;7;2;Fruits and fruit products;10487162;Processed Fruit;10487476;42,771;0,856
France;75;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;42,761;0,589
Germany;56;Very_elderly;13;2;Meat and meat products;10487577;Other meat products;10487831;42,75;0,668
Romania;185;Adults;10;1;Fish and Seafood;10488027;NULL;NULL;42,726;0,59
Portugal;180;Infants;1;2;Fruits and fruit products;10487162;Processed Fruit;10487476;42,723;4,28
France;75;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486326;42,609;0,612
Netherlands;162;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;42,592;0,585
Sweden;193;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488341;42,5;1,063
Czech Republic;55;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;42,493;0,558
Hungary;99;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10490573;42,424;0,676
Latvia;132;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;42,391;0,87
Hungary;99;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486326;42,391;0,559
Portugal;180;Very_elderly;13;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;42,379;0,596
Sweden;193;Very_elderly;13;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;42,334;0,571
Portugal;180;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486326;42,286;0,848
Croatia;97;Adults;10;2;Fish and Seafood;10488027;Seafood;10488301;42,265;0,54
France;75;Adolescents;7;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;42,194;0,643
Germany;56;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487951;42,177;1,091
Denmark;58;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;42,163;0,584
Spain;67;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;42,126;0,592
Ireland;101;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486326;42,114;0,581
Germany;56;Infants;1;1;Vegetables;10486258;NULL;NULL;42,085;4,785
France;75;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486393;42,063;0,63
Poland;175;Elderly;12;2;Fruits and fruit products;10487162;Processed Fruit;10487476;42,005;0,553
France;75;Adults;10;2;Fish and Seafood;10488027;Seafood;10488439;42;0,541
Bulgaria;24;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;42;0,81
Italy;108;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;41,978;0,594
France;75;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10501080;41,973;0,983
Sweden;193;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10501073;41,896;1,027
Finland;70;Infants;1;2;Fruits and fruit products;10487162;Fruit;10490675;41,82;5,198
Italy;108;Very_elderly;13;2;Vegetables;10486258;Processed Vegetables;10486762;41,791;0,636
France;75;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;41,764;0,635
Sweden;193;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;41,759;0,644
Croatia;97;Adults;10;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;41,721;0,577
Netherlands;162;Adults;10;2;Vegetables;10486258;Legumes;10486507;41,682;0,553
Latvia;132;Adults;10;2;Vegetables;10486258;Legumes;10486507;41,682;0,564
France;75;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10487831;41,644;0,795
Germany;56;Adolescents;7;2;Vegetables;10486258;Processed Vegetables;10486762;41,58;0,662
United Kingdom;77;Very_elderly;13;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;41,5;0,545
Austria;14;Very_elderly;13;2;Vegetables;10486258;Processed Vegetables;10486762;41,5;0,557
Italy;108;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486260;41,453;0,623
Denmark;58;Adolescents;7;2;Alcoholic beverages;10489503;Wine;10489530;41,423;0,662
Belgium;22;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;41,421;0,588
France;75;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;41,402;0,555
Estonia;63;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10487951;41,262;0,525
Belgium;22;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;41,242;0,576
France;75;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;41,232;0,593
Croatia;97;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;41,218;0,534
Ireland;101;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10490573;41,195;0,58
Italy;108;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;41,19;0,794
Belgium;22;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;41,188;0,606
Spain;67;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;41,125;0,443
Netherlands;162;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486326;41,095;0,567
Estonia;63;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;41,09;0,532
Italy;108;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;41,061;0,558
Czech Republic;55;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10490573;41,056;0,546
Austria;14;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;41,034;0,626
France;75;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;41,019;0,575
Italy;108;Adults;10;2;Fish and Seafood;10488027;Seafood;10488301;41,015;0,595
Cyprus;54;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488341;40,913;0,831
Poland;175;Elderly;12;2;Vegetables;10486258;Legumes;10486507;40,906;0,545
France;75;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;40,897;0,583
Finland;70;Adults;10;2;Meat and meat products;10487577;Other meat products;10487577;40,875;0,477
Spain;67;Adults;10;2;Vegetables;10486258;Legumes;10486507;40,826;0,581
Belgium;22;Adolescents;7;2;Vegetables;10486258;Processed Vegetables;10486762;40,815;0,665
Finland;70;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;40,774;0,558
Belgium;22;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;40,757;0,587
United Kingdom;77;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486326;40,745;0,559
Portugal;180;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;40,72;0,549
Germany;56;Adolescents;7;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;40,691;1,115
Germany;56;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;40,684;0,539
Italy;108;Elderly;12;2;Vegetables;10486258;Legumes;10486507;40,681;0,583
Italy;108;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;40,674;0,803
Estonia;63;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;40,652;0,543
Austria;14;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486326;40,646;0,845
Finland;70;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;40,625;0,503
Romania;185;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;40,569;0,549
Netherlands;162;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;40,554;0,563
Romania;185;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;40,519;0,547
Italy;108;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487675;40,514;0,602
Netherlands;162;Elderly;12;2;Fruits and fruit products;10487162;Processed Fruit;10487476;40,446;0,527
Finland;70;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;40,375;0,536
Austria;14;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;40,375;0,528
Spain;67;Infants;1;2;Fish and Seafood;10488027;Fish;10488028;40,315;4,329
Germany;56;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;40,298;0,547
Italy;108;Very_elderly;13;2;Fish and Seafood;10488027;Seafood;10488301;40,297;0,606
Estonia;63;Elderly;12;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;40,293;0,533
Germany;56;Adults;10;2;Vegetables;10486258;Legumes;10486507;40,256;0,535
Czech Republic;55;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;40,211;0,559
Croatia;97;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;40,187;0,469
Portugal;180;Adults;10;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;40,177;0,554
Poland;175;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486607;40,167;0,527
United Kingdom;77;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;40,132;0,537
Italy;108;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;40,131;0,85
United Kingdom;77;Adults;10;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;40,12;0,542
Belgium;22;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;40,097;0,566
Germany;56;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;40,085;0,546
Estonia;63;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;40,066;0,709
Sweden;193;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501073;40,051;0,553
Spain;67;Adults;10;2;Vegetables;10486258;Legumes;10486507;40,045;0,607
Cyprus;54;Adolescents;7;2;Alcoholic beverages;10489503;Wine;10489530;40;1,143
Finland;70;Adults;10;2;Fish and Seafood;10488027;Seafood;10488439;40;0,495
Hungary;99;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487795;40;0,605
Italy;108;Very_elderly;13;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;40;0,584
Slovakia;198;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501179;40;0,465
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487892;40;0,958
United Kingdom;77;Adults;10;2;Fish and Seafood;10488027;Fish;10488273;40;0,629
France;75;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;39,968;0,555
Spain;67;Infants;1;1;Fish and Seafood;10488027;NULL;NULL;39,906;4,285
Austria;14;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10490573;39,878;0,543
Spain;67;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;39,773;0,606
Austria;14;Adults;10;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;39,676;0,542
Finland;70;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;39,667;0,546
Estonia;63;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;39,662;0,519
Sweden;193;Elderly;12;2;Fruits and fruit products;10487162;Processed Fruit;10487476;39,586;0,537
Ireland;101;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;39,576;0,535
Italy;108;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;39,562;0,535
Austria;14;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;39,538;0,577
Latvia;132;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;39,511;0,734
Finland;70;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;39,471;0,546
Sweden;193;Very_elderly;13;2;Fruits and fruit products;10487162;Processed Fruit;10487476;39,456;0,56
France;75;Very_elderly;13;2;Meat and meat products;10487577;Other meat products;10487831;39,441;0,503
Austria;14;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;39,378;0,58
Portugal;180;Very_elderly;13;2;Fish and Seafood;10488027;Seafood;10488341;39,14;0,506
Hungary;99;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486326;39,128;0,568
Finland;70;Infants;1;1;Vegetables;10486258;NULL;NULL;39,121;4,893
Ireland;101;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10490573;39,071;0,513
Romania;185;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;39,071;0,555
Latvia;132;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10501078;39,051;0,476
Spain;67;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;39,015;0,8
United Kingdom;77;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486326;39,003;0,772
Ireland;101;Very_elderly;13;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;39;0,572
Spain;67;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487795;38,975;0,728
Estonia;63;Adults;10;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;38,97;0,516
Belgium;22;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486585;38,945;0,638
France;75;Very_elderly;13;1;Fish and Seafood;10488027;NULL;NULL;38,913;0,578
Hungary;99;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487795;38,889;0,499
France;75;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;38,867;0,544
Spain;67;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;38,867;0,658
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;38,819;0,793
Germany;56;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;38,805;0,579
Bulgaria;24;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;38,805;0,567
Netherlands;162;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;38,765;0,52
France;75;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;38,76;0,508
Germany;56;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;38,663;0,499
Sweden;193;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;38,613;0,504
France;75;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;38,595;0,751
Czech Republic;55;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;38,584;0,512
Spain;67;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10490573;38,568;0,554
Germany;56;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;38,525;0,487
Belgium;22;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;38,513;0,533
Denmark;58;Very_elderly;13;1;Fish and Seafood;10488027;NULL;NULL;38,51;0,517
Hungary;99;Elderly;12;2;Fruits and fruit products;10487162;Processed Fruit;10487476;38,453;0,539
Finland;70;Adults;10;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;38,41;0,5
Germany;56;Very_elderly;13;2;Vegetables;10486258;Processed Vegetables;10486762;38,409;0,516
United Kingdom;77;Elderly;12;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;38,387;0,494
Romania;185;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487831;38,333;0,503
Poland;175;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;38,33;0,513
Latvia;132;Infants;1;2;Meat and meat products;10487577;Unprocessed Meat;10501073;38,229;5,464
Belgium;22;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;38,185;0,567
Ireland;101;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;38,151;0,519
Croatia;97;Adults;10;2;Vegetables;10486258;Legumes;10486507;38,143;0,507
Belgium;22;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;38,077;0,599
Germany;56;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487795;38,006;1,047
Germany;56;Adolescents;7;2;Fruits and fruit products;10487162;Fruits and fruit products;10487162;38;0,688
Austria;14;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487951;37,984;0,556
Portugal;180;Adolescents;7;2;Alcoholic beverages;10489503;Beer;10489514;37,955;0,619
Spain;67;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;37,94;0,774
Spain;67;Elderly;12;2;Vegetables;10486258;Legumes;10486507;37,91;0,518
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487951;37,902;0,6
Ireland;101;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;37,75;0,551
France;75;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;37,681;0,543
France;75;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486326;37,625;0,78
Ireland;101;Adults;10;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;37,612;0,501
United Kingdom;77;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487795;37,531;0,543
Netherlands;162;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;37,515;0,586
Belgium;22;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;37,5;0,469
Latvia;132;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10487947;37,5;0,75
Bulgaria;24;Infants;1;1;Meat and meat products;10487577;NULL;NULL;37,494;4,228
France;75;Adults;10;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;37,356;0,555
France;75;Elderly;12;1;Fish and Seafood;10488027;NULL;NULL;37,329;0,544
France;75;Infants;1;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;37,322;3,888
Germany;56;Adolescents;7;2;Fruits and fruit products;10487162;Processed Fruit;10487476;37,239;0,607
Estonia;63;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;37,233;0,483
Sweden;193;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;37,125;0,611
Poland;175;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;37,12;0,516
Belgium;22;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;37,1;0,485
Cyprus;54;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;37,083;0,694
United Kingdom;77;Very_elderly;13;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;37,055;0,533
Portugal;180;Very_elderly;13;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;37;0,5
Germany;56;Elderly;12;2;Fruits and fruit products;10487162;Fruits and fruit products;10487162;37;0,516
Romania;185;Very_elderly;13;2;Vegetables;10486258;Other Vegetable products;10486636;37;0,541
